Ensembl_ID	TCGA-L5-A4OI-01A	TCGA-L7-A6VZ-01A	TCGA-JY-A93D-01A	TCGA-VR-A8EX-01A	TCGA-L5-A8NF-01A	TCGA-L5-A8NH-01A	TCGA-L5-A4OT-01A	TCGA-2H-A9GO-01A	TCGA-VR-A8EU-01A	TCGA-VR-A8EZ-01A	TCGA-LN-A5U5-01A	TCGA-L5-A4OO-01A
TIAM2	0.581894981	1.015085269	1.781474198	0.47173469	1.863905167	1.307084318	2.137633859	2.480048552	0.632096316	0.733676887	0.723805243	0.872130753
TICAM1	5.004855344	4.091187211	4.19353467	5.248999075	4.324509867	4.637348173	4.931346839	3.65685425	4.727352991	2.882798112	3.110968353	4.007401921
TICRR	1.949642779	2.373454426	1.497973289	1.888220668	1.865779974	2.147356692	2.517222055	1.763738098	2.537903002	2.62299795	2.153077844	1.226117727
TIE1	0.958408397	1.877638329	3.101951213	0.629599228	1.508795775	1.796947852	2.361573909	1.486702187	1.176487039	2.097173059	1.210675952	2.346187625
TIFA	1.843659777	0.685400586	2.069299703	1.850655855	1.082112595	1.773897735	2.357178253	1.660113789	1.643013047	1.84762473	1.660558757	1.90527771
TIFAB	0.035147795	0.050232683	0.287651617	0.077381151	0.016568051	0.047780389	0.092604823	0.005723116	0.051105287	0.022222498	0.024117475	0.089619417
TIGD1	1.426501162	1.432929727	1.25694974	1.901199467	2.218431823	2.096476391	1.631876702	2.577414224	1.24978458	2.159464131	2.487284735	2.565941056
TIGD2	2.538044631	2.076268068	2.125748113	1.490151524	1.952667504	2.154619115	2.427010178	2.097138623	1.630128648	2.084662309	1.526886377	2.495698362
TIGD3	0.623369431	1.279377391	0.477619427	0.365547626	0.192584499	0.568765211	0.848114529	0.782097194	0.188175335	0.660833761	0.430156256	0.641472492
TIGD4	0.366125774	0.450373284	0.627803762	0.082262967	0.814175191	0.791760839	0.31447346	0.809319634	0.046000549	0.339894443	0.151956879	0.686423198
TIGD5	2.739645755	2.774501986	1.444961857	2.503110085	1.029122164	2.868770732	1.534314879	1.680679597	2.073665906	3.176948714	2.156113671	2.466699446
TIGD6	0.785812193	1.070239662	0.890480497	0.80434529	1.106338002	0.706051043	0.886796081	0.9569575	1.05973884	1.152417406	1.194359736	1.278038276
TIGD7	0.245642352	0.161473026	0.549764898	0.261498145	0.749622482	0.293637396	0.415418492	0.268728942	0.31602387	0.618371243	0.486927386	0.740755558
TIGIT	0.303911062	0.292619027	1.836955884	0.747340874	0.478309261	0.859589635	0.732783633	0.143211325	0.488755557	0.581075711	0.700408236	1.285355388
TIMELESS	2.704414303	3.460592403	3.340290594	3.100829743	3.619500831	3.524727911	3.128930652	3.485609453	3.47987186	4.521425447	4.129894098	2.086638218
TIMM10	3.89836286	5.087817283	3.975913486	5.037921793	2.982376922	4.646655577	3.769112011	4.54511181	4.725730452	5.946858331	4.319780366	3.909394249
TIMM10B	0	0.035609361	0.04376492	0	0.043982524	0.020201633	0.062699581	0	0	0	0	0
TIMM10B	3.833640819	3.323574074	3.675117324	2.598368868	4.219431377	3.865555394	3.69561723	4.33626899	2.916300757	2.875870519	2.102882004	2.936618632
TIMM13	4.545886786	4.707366692	3.631330471	5.111832802	3.666655192	4.302534249	4.050470194	4.214030761	4.419861738	6.12448699	3.665633957	3.480248164
TIMM17A	4.691900866	3.959242753	3.971515512	3.897654439	3.719751271	4.500224034	4.320950386	4.521348201	3.864051603	4.788438178	4.593514219	3.813613781
TIMM17B	3.418528116	3.679517739	3.183880611	4.077917024	4.155645445	3.483304215	3.188682629	4.95562072	2.883073694	4.747043492	3.537318845	3.854395065
TIMM21	1.845125666	1.597135383	1.411369164	1.968628642	1.73338702	1.768875873	1.310489046	2.619797091	1.533111346	3.160140276	1.795254599	1.6527498
TIMM22	2.494235172	2.601623746	1.88675651	2.559074235	2.566107237	2.335476816	1.608304115	2.674577381	2.33379138	3.119331196	3.25842086	1.864533331
TIMM23	5.193569359	5.277324381	4.671685527	5.228247725	5.217634699	5.462663381	4.561354706	7.807561997	5.202756799	5.961601899	5.48363049	4.833733483
TIMM23B	1.801371574	1.785303622	1.908060658	1.298378089	2.349558932	2.389041995	2.06574002	2.648335736	1.694378434	1.394464583	1.521298922	2.090055528
TIMM44	3.076855471	3.004576622	2.358276251	2.922271321	2.733089739	2.96797677	2.593131204	2.880210752	2.690690523	3.922282592	3.082992056	2.218012953
TIMM50	3.043107514	3.277630392	2.605073931	3.512254148	2.284079198	3.201017966	2.612437441	3.323679515	2.970728445	3.64976516	3.479125385	2.490364417
TIMM8A	1.961765211	2.04321368	1.735624009	2.126168913	1.968823374	2.436790142	1.980864415	3.007768221	2.40613314	2.745325	1.947823164	1.52693512
TIMM8B	4.373230839	4.397981038	3.772733131	4.596970944	3.296365825	4.486993997	3.842652961	4.620794725	4.063338381	5.11325544	4.838764604	3.378400944
TIMM9	3.300250719	3.774789021	3.641653536	4.019542233	3.433730679	3.919896335	4.044121131	4.260577617	3.806571777	5.410147845	4.267808634	3.674882713
TIMMDC1	3.476446005	4.992136599	3.837901628	4.834022679	4.745845802	3.914305932	3.773096568	5.247124759	5.06484953	4.227948489	4.167175317	4.456537961
TIMP1	7.913761989	7.917707238	8.730166581	4.644679224	6.274656902	6.455969348	8.035518818	8.101836047	5.835537192	7.515753885	7.545440068	8.135217019
TIMP2	3.933804656	4.741667489	7.336867695	3.119828778	4.260140629	3.714938893	5.932905728	4.001330394	5.051526498	5.709563401	3.661567842	7.097408826
TIMP3	1.139055135	0.680147483	3.57057769	1.128058733	1.102584232	1.081165225	2.723452986	0.186623505	1.402862918	0.742794456	0.765158422	2.415823081
TINAGL1	4.966099252	5.989764633	4.943781602	1.5250764	4.775209023	5.461289983	5.210676786	4.331559339	4.474073927	2.578149598	5.010935631	5.3840833
TINCR	0.075540934	0.051836465	0.110730515	3.657398841	0.786666729	0.062761106	0.070416875	0.163452645	1.679763596	1.818234982	0.422493803	0.065981709
TINF2	3.532164617	3.814510672	3.781395599	4.592482796	3.088684345	3.795801477	3.771785259	2.997877072	3.852677845	4.34613502	3.855940004	3.746453623
TIPARP	3.649489417	3.245039331	3.479098903	4.650901689	4.118631177	3.856027612	4.009275893	2.698585576	4.624627861	1.750663798	4.920814026	3.147612145
TIPIN	1.811323869	2.134815429	1.406237935	2.166090087	1.842980012	2.613985407	1.407784682	2.02123288	2.027388848	2.841797763	2.312811042	1.341092053
TIPRL	4.117379811	3.699571889	3.889974277	4.298887209	3.818526746	4.284885509	3.474197625	4.058736821	3.577211875	3.633789604	4.09568772	3.237984176
TIRAP	2.401811576	1.403588281	2.211588543	1.03577294	2.225539055	1.828392127	1.677093989	1.256946986	1.379676632	1.151623167	2.103778388	1.473317585
TJAP1	2.742386666	3.489003014	2.655188169	2.548322648	2.699219813	3.725404796	2.71345578	2.845033733	1.987074054	2.385752468	2.648309338	2.745000416
TJP1	4.631260105	4.037164284	4.355278805	4.58099706	3.944773339	4.110459742	4.38956258	3.935586159	4.656371714	2.420210625	3.348652905	3.830538441
TJP2	4.886956755	5.869679552	4.59152764	3.683709663	4.140285148	4.894208896	4.862296679	3.794935741	4.14813778	2.05112167	4.107327608	5.039070879
TJP3	4.891650783	5.800030129	4.156426426	3.797326324	4.645370866	4.941783804	4.828136495	4.384863455	0.180078429	0.137068563	1.813813423	4.53673504
TK1	4.753380044	5.184595049	3.787544186	5.046740871	5.061511441	4.563574195	4.540198497	5.219682434	6.633744879	7.512951715	6.188656678	4.538953092
TK2	2.299658051	1.847675019	2.138474724	1.560693304	1.709814738	1.740032029	1.610668825	1.235512018	1.386433188	1.840543424	1.439937902	2.626950035
TKT	4.402228883	4.66315457	3.797672647	4.721810998	4.353069165	4.800106924	4.353575161	3.68183141	5.320272534	6.775264071	6.032138795	4.300746657
TLCD1	2.428282961	4.611604345	2.682703225	3.680860052	3.150508895	3.423182073	2.551403523	3.411895674	3.163849512	4.024888319	2.983967949	3.556973775
TLCD2	2.728863335	3.933823944	2.031878859	1.752113532	3.742104514	3.483048861	1.786882205	3.631450319	1.004313822	1.086816578	2.786318179	2.873963391
TLDC2	3.561621405	1.70225031	2.244293162	1.006102751	1.062088925	2.397106278	1.143988776	0.819995431	0.444419475	1.287186754	0.424609281	1.828504263
TLE1	2.788373767	5.22812191	3.782602621	2.716590596	2.634527316	4.434742129	4.16989933	2.522564638	3.484071458	2.883059918	3.041790976	4.722136762
TLE2	0.988953266	0.942473431	2.735651347	2.610067289	2.042904594	2.540738416	1.896363197	1.624967593	0.447447399	2.312752732	1.251936948	2.396905154
TLE3	3.349312921	2.510528069	3.141798426	3.417598964	3.205426128	3.044217695	2.93779475	2.962052722	2.923632752	3.34895601	3.359427126	2.417940718
TLE4	0.368956	0.565884513	2.454976778	2.626585357	1.119829916	1.727395558	2.179999637	0.473229234	2.898817208	1.973151454	1.99178688	2.595733708
TLE6	0.385872072	0.598520526	0.205189595	0.302574873	0.539367374	0.332751117	0.17048683	0.191341773	0.106692323	0.400634905	0.09076297	0.56509157
TLK1	2.865611265	2.928051295	3.129508916	2.689728788	2.96262529	2.939871515	2.957736923	2.8125599	3.010184761	2.441273883	3.024233821	3.022046077
TLK2	2.328265072	2.060693897	2.548972726	1.923282793	2.434374864	2.5674638	2.393788238	2.259205288	2.779453059	2.13063095	2.372196468	2.609689533
TLL1	0.02162737	0.156443878	1.428794765	0.037754424	0.111079082	0.119255806	0.404518868	0.139759173	0.632378484	0.095045732	0.668148513	0.56424022
TLL2	0.056339105	0.313319167	0.091039769	0.720110422	0.335558248	0.336903209	0.263900312	0.212705671	0.041912188	0.213536986	0.296486182	0.157919179
TLN1	6.094662009	5.911188223	6.556444365	4.774765983	5.175379811	5.753280008	6.27662958	4.749187658	5.509230641	5.269231312	5.354511979	5.67823753
TLN2	3.512364317	3.298262307	2.026318183	1.169931435	2.155914421	3.503698395	2.394987631	1.657277455	0.79210361	1.055888259	0.657160191	1.394357854
TLR1	1.221160261	0.519578354	2.53458002	0.815276628	0.36358939	0.871933997	1.730122054	0.162728355	1.066914468	0.80745794	1.482528267	1.300701133
TLR10	0.24924988	0.051956272	1.804156599	1.279446525	0.046066323	0.187681765	0.640322741	0.082185053	0.071276511	0.108177759	0.403378971	0.999205195
TLR2	2.044829475	1.663120695	3.157876078	2.192238169	1.947490941	1.556331617	3.182298737	1.676874274	4.922741561	1.76891618	2.473147449	3.154925328
TLR3	2.524848247	1.485625477	2.162967229	1.35534332	1.225858283	1.395836571	1.926409615	0.366095745	2.201984693	1.126800635	1.322872449	1.302174205
TLR4	0.527645875	0.665679913	3.452347601	0.254811412	0.834765022	1.438276506	2.03836263	0.330624159	1.10974619	1.299760308	0.787954602	2.218903009
TLR5	0.864467459	1.85309465	1.917283054	2.127019385	1.553839928	0.994797307	1.982283308	0.669124041	0.56361559	0.739703825	1.174248001	2.781458808
TLR6	0.958998574	0.242477983	1.751178262	0.615200972	0.151978528	0.377958399	0.721123111	0.121379052	1.474205815	0.853944079	2.167009495	0.84265879
TLR7	0.120673583	0.142612254	2.408622428	0.286039103	0.133810587	0.414282439	1.415987526	0.038601991	0.256713984	0.384160317	0.445513218	1.004418129
TLR8	0.242080394	0.109240616	2.108343829	0.142911432	0.178893879	0.423066286	0.719368311	0.046072886	0.614002945	0.217771326	0.193278675	0.773058887
TLX2	1.458784677	0.359075614	0.222556193	0.226359136	0.362863829	0.494443605	0.059977423	1.394470022	0.080961357	0.51673587	0.106293715	0.098423676
TM2D1	2.022553503	1.88333543	2.260303096	2.088876806	2.668549264	2.383199449	1.930477772	1.827034776	1.329100083	2.19724045	2.883759551	2.393255544
TM2D2	3.036206123	4.02294631	3.451253917	3.608618321	3.025102894	2.019901834	4.036023657	4.047311776	2.365996073	3.634261372	3.139482059	3.17601465
TM2D3	1.828528423	1.738736046	1.629752627	1.536518419	1.762461702	1.338623828	1.913222529	1.891725475	1.398503263	1.683919874	1.470555511	1.945916576
TM4SF1	5.302173086	7.13959384	6.161887527	6.772716042	6.820846861	5.834337032	6.762202823	7.353654919	8.07728995	6.386643078	6.26278628	6.929038511
TM4SF18	0.472454367	1.675054461	1.899426055	0.256016986	1.481283963	1.827975817	1.251737424	1.439574012	0.865512885	1.2844768	1.062675973	2.214707069
TM6SF1	0.173875748	0.247062946	1.535080723	0.158121364	0.238743991	0.404064626	0.903504563	0.092688662	0.537511244	0.199219371	0.363011129	0.837456262
TM7SF2	2.866137686	2.40269027	1.574028535	3.435778064	1.474338139	1.385733865	1.126238146	2.249317926	0.630729822	3.261035648	3.012226563	1.932429714
TM7SF3	4.994124113	7.937237011	6.047025938	3.392227621	4.547750144	3.803476494	3.144653639	3.956955751	3.234933779	3.791178792	4.551009842	3.93384998
TM9SF1	1.945001711	2.083820995	1.704860931	1.552434418	1.706484188	1.895896649	1.868010804	1.700631375	1.817814445	1.787249271	1.709099231	1.885271702
TM9SF2	6.43246532	5.086972771	6.106296929	4.998235554	7.201461239	6.293810506	6.008111548	5.577417618	5.122952809	4.923726768	5.855679115	6.062922763
TM9SF3	6.475398345	5.730839555	5.90436519	4.538413707	7.14157238	6.252225264	6.026258875	5.789592676	4.879373806	4.840456555	5.594125975	5.154184253
TM9SF4	4.587004309	5.3068658	4.753711683	5.078825908	5.354395154	5.461452287	4.450670022	4.738973275	4.406748611	4.418980185	4.620963882	5.006041487
TMA16	1.861328987	2.172769638	2.480405958	2.087991234	2.62490018	2.032326548	2.264235098	2.94955907	2.70592682	2.247934497	2.02236069	2.40540748
TMA7	6.142359819	6.175841575	5.052578316	6.217553426	5.634462656	5.38354251	5.576630544	5.528362671	5.06043182	6.241367522	5.264220759	5.010386794
TMBIM1	7.165352177	6.731526163	6.004334778	5.61059719	6.552025198	6.399960997	6.142215702	5.931402483	5.308944712	4.217177071	5.120391702	6.65856895
TMBIM4	2.571241635	2.993336297	3.076175902	2.457406483	7.058643883	2.971940859	3.486247277	3.975252072	2.346205047	3.106571548	3.792328855	3.42864609
TMBIM6	7.899731491	8.262116043	7.512997397	7.141052652	7.734821129	7.087400785	7.330800773	7.892541739	7.059198562	7.552575016	8.119850665	6.686444103
TMC4	5.495235876	5.400846042	3.397965207	3.50995445	4.614167085	4.772485147	4.307380283	5.543629351	2.816000015	1.168797628	4.890976746	5.272450433
TMC5	5.67953407	6.540075045	5.072041679	2.370702506	7.068439592	5.954818773	5.863361811	5.144524373	0.207279908	0.346184431	3.279912805	5.381530633
TMC6	4.077410946	2.948079789	3.288918812	2.742672477	2.800342646	3.329176127	3.055724925	2.440435886	2.826064844	2.432111913	2.575961315	4.30645484
TMC7	3.351771061	3.036606429	2.01953184	0.974362634	3.108136068	3.032709102	1.470562596	2.252311084	1.095204418	0.384249797	0.657892489	2.117104106
TMC8	2.86201186	0.901505486	3.145765192	2.409919234	0.697408204	1.901338846	2.062411772	1.082012339	1.360293804	2.123929285	1.174699598	2.675867539
TMCC1	1.89096735	2.329417457	2.622267949	2.398812929	2.497225952	2.055964291	2.218540315	2.38110962	3.244552814	1.535985297	2.501047822	2.640487136
TMCC2	0.136092139	0.320882565	0.816085208	0.853385748	0.137601893	0.351688842	0.579770133	0.229213449	0.843670135	1.693117351	0.954731635	0.710957934
TMCC3	3.342018298	3.350857597	3.049660414	3.006378013	1.67091101	3.026832234	2.153623246	1.712996754	3.455732044	1.82711188	1.752634284	2.34229544
TMCO1	3.703468371	4.554972671	4.767273473	4.011188759	4.854054134	4.850318343	4.158469557	4.814084923	3.911114774	4.259568074	4.701786429	3.801423929
TMCO3	2.596145907	2.053875441	2.492668022	2.41445028	3.867341976	2.087740585	2.534932779	2.421437661	1.592779265	1.659079869	2.138271103	1.999300261
TMCO4	3.405501469	3.949388006	2.732991961	2.616915007	3.568966076	2.962059404	2.869596049	3.099274135	2.901750905	3.177055719	3.260055626	3.209306749
TMCO6	2.413775574	2.984917247	1.976364893	2.012198221	2.165135504	2.177577083	1.550175966	2.188933285	1.993022669	1.958999946	2.711279931	2.520533166
TMED1	1.766758112	2.602586101	1.873169205	2.154226227	1.913508929	1.942016012	1.978654664	1.920416277	2.113054207	2.454023561	2.540389217	1.797660845
TMED10	6.224892383	5.774271784	5.858399308	5.772445571	6.383025446	6.025177463	5.883832559	5.831355982	5.904037269	5.24432612	5.993626778	5.771720747
TMED2	6.419117523	6.043339027	5.725855572	5.700822821	6.211112448	6.013241893	5.850615612	6.63955412	5.617940639	6.72104256	6.673950872	5.542302818
TMED3	2.039195412	3.239276204	1.817284597	2.355567848	2.136544885	2.166903612	2.201169321	3.054458683	1.676236633	2.150487008	2.198017747	2.438989509
TMED4	4.907838217	4.924458234	4.875862626	3.912332622	4.287269381	5.010841586	4.359935585	5.382478737	3.088859095	4.855419493	4.5532445	4.555514683
TMED5	3.363743349	3.632201764	3.727597079	2.331426102	3.764069519	3.018135555	3.395475206	3.163513254	3.516032316	2.380754513	3.484067025	3.131890774
TMED6	0.402802223	0.276625722	0.529892683	0.573664069	0.541771872	0.571333964	0.576892998	1.360880887	0.482671627	0.485704605	0.298635106	0.692575529
TMED7	5.31408925	4.785013572	4.750604716	3.91549279	5.581040477	4.20452594	5.203621761	3.550838106	4.680129175	3.952042571	5.395076222	5.072971965
TMED8	2.49177321	2.596303885	3.003961095	2.149926682	2.77903248	2.792201497	2.577428905	2.192340413	2.43028658	1.693349823	2.254834447	2.518237659
TMED9	4.826725353	4.810044726	4.857299348	5.1791014	5.709149911	4.611122614	5.023011782	5.637754082	4.925182966	5.920095787	5.400817414	5.485321423
TMEM101	2.248166891	2.408775513	2.419713461	2.58741321	2.417107345	2.778269599	2.267692152	2.296741191	2.761666433	3.033004608	2.93553699	2.685566869
TMEM102	2.992796464	3.427443432	1.85921922	3.603645705	2.689266655	3.196581063	1.705922809	3.149497098	3.052767529	1.985959851	3.203685192	2.384518329
TMEM104	2.711521632	3.00560252	2.899949874	2.665654173	2.735339817	3.884480241	2.595930374	2.554797241	3.622364041	2.660931287	3.01850757	2.886384573
TMEM106A	1.998075824	2.527229327	2.59158635	0.946806287	2.123818793	2.854192964	2.435417471	1.953429545	1.649971753	0.868829045	1.548947244	2.762436357
TMEM106B	3.082893901	3.420840296	3.019655922	2.607097829	2.824956151	3.440164344	3.287022648	3.384581245	2.69408053	2.538002366	3.174031342	2.991039366
TMEM106C	5.077413034	4.211269116	4.166667551	3.801132598	4.32575305	4.65571328	4.026090103	4.788817334	3.415796283	5.527263544	4.583275112	3.300902497
TMEM107	1.480684972	1.412633803	1.13805004	1.262243075	1.830475411	0.966229701	0.692932435	2.13923497	1.323298649	1.788326799	2.512845419	1.182576027
TMEM108	0.081057312	0.187728763	0.824378963	0.829364126	0.079758548	0.271594463	0.462063174	0.059239362	0.170137373	0.393257458	0.730510288	0.374623776
TMEM109	4.801646708	4.714887876	5.252214138	6.194129326	5.277271317	4.828724962	4.449335337	4.14938648	5.727279165	6.05159722	5.544752124	4.712806676
TMEM11	2.899118859	2.923948868	2.14636006	3.512333141	2.785845022	2.913074929	2.195247113	3.431624114	2.537157121	2.72781244	4.415063213	2.457463889
TMEM115	4.304270043	4.354483833	3.619419654	3.995845387	3.830013899	3.951775012	3.615142734	3.397421059	2.945143218	4.241619399	3.641006886	3.982681274
TMEM116	0.695662691	0.705275911	0.626294991	0.72958724	0.761576174	0.546261667	0.547950898	1.085953622	0.530514307	2.733494926	3.129597178	0.972746405
